4	223
145<	7
4	250
145<	5
4	307
145<	4
4	355
145<	1
4	1834
145<	1
4	1173
145<	3
4	1485
145<	1
4	291
145<	6
4	335
145<	3
4	327
145<	1
4	1669
145<	1
4	291
145<	6
4	340
145<	3
4	466
145<	5
4	703
145<	3
4	1133
145<	1
4	382
145<	3
4	1028
145<	2
4	2317
145<	2
4	141
145<	1
4	85
145<	1
4	1604
145<	7
4	464
145<	2
4	627
145<	1
4	2936
145<	6
4	383
145<	4
4	453
145<	4
4	477
145<	1
4	1270
145<	1
4	206
145<	3
4	283
145<	1
4	348
145<	1
4	1484
145<	2
4	274
145<	3
4	358
145<	4
4	353
145<	5
4	437
145<	2
4	1347
145<	3
4	521
145<	3
4	462
145<	2
4	538
145<	1
4	638
145<	1
4	1647
145<	2
4	202
145<	4
4	296
145<	1
4	373
145<	5
4	409
145<	30
4	1236
145<	44
4	956
145<	8
4	1045
145<	1
4	1247
145<	5
4	1652
145<	1
4	2085
145<	1
4	259
145<	6
4	605
145<	5
4	377
145<	1
4	1253
145<	2
4	252
145<	1
4	282
145<	1
4	2065
145<	1
4	223
145<	5
4	269
145<	1
4	2280
145<	2
4	276
145<	4
4	334
145<	3
4	808
145<	2
4	1536
145<	3
4	492
145<	2
4	362
145<	5
4	945
145<	4
4	293
145<	7
4	313
145<	3
4	352
145<	1
4	419
145<	1
4	1350
145<	3
4	91
145<	2
4	1531
5	1027
145<	1
5	295
145<	9
5	2384
145<	1
5	871
145<	3
5	4277
145<	3
5	658
145<	1
5	1880
145<	1
5	1081
145<	2
5	12105
145<	1
5	1155
145<	1
5	718
145<	1
5	6764
145<	1
5	3055
145<	1
5	520
145<	1
5	7655
145<	2
5	4425
145<	1
5	1031
145<	1
5	2522
145<	1
5	2210
145<	1
5	648
145<	6
5	1476
145<	2
5	2765
145<	2
5	758
145<	1
5	909
145<	1
5	944
145<	2
5	1001
145<	3
5	1136
145<	2
5	4203
145<	1
5	9893
145<	1
5	2975
145<	1
5	3768
145<	1
5	609
145<	1
5	4934
145<	1
5	1383
145<	1
5	6193
145<	2
5	2927
6	3509
145<	1
6	11102
145<	1
6	7131
145<	1
6	21941
145<	1
6	3686
145<	1
6	8065
145<	1
6	7091
145<	1
6	24574
145<	1
6	5941
145<	3
6	5452
145<	1
6	10785
145<	1
6	3207
145<	3
6	19115
145<	1
6	3376
145<	1
6	2887
145<	1
6	7588
145<	2
6	1502
145<	1
6	1611
145<	1
6	14953
145<	1
6	7218
7	15826
145<	1
7	22352
145<	1
7	26238
145<	1
7	47861
145<	1
7	18431
145<	1
7	115109
145<	1
7	7532
8	286714
145<	1
8	43218
9	16428
10	20127
11	23966
12	25530
13	28399
14	23667
2	69
14	6736
15	30196
16	27757
2	34
16	6292
17	32341
18	27815
2	5
18	6477
19	32621
20	30245
9	12002
145<	1
9	18874
10	35105
11	42131
145<	1
11	7640
145<	1
12	38639
13	39659
14	32649
2	73
14	7846
15	38365
16	30641
2	53
16	7188
17	36766
18	28883
2	24
18	6418
19	37222
20	33339
9	15701
10	18586
11	21597
12	24655
13	25589
14	26267
2	38
14	5375
15	35079
16	30831
2	30
16	19056
17	30838
18	25639
2	2
18	5921
19	32474
20	30505
9	17414
10	19751
11	24273
12	26231
13	33183
14	24172
2	38
14	6759
15	34079
16	38668
2	22
16	6134
17	37588
18	24225
2	5
18	5784
19	32153
20	29913
9	19181
10	21762
11	23788
12	25465
13	29914
14	23370
2	25
14	7040
15	29174
16	25779
2	13
16	6640
17	32852
18	25296
2	5
18	6766
19	33212
20	31110
9	15080
10	19563
11	21123
12	25162
13	26893
14	22324
2	24
14	5378
15	33514
16	28693
2	33
16	6608
17	33370
18	27790
2	11
18	7849
19	33290
20	25255
9	16302
10	18641
11	22969
12	23832
13	26246
14	22581
2	49
14	5644
15	33637
16	26274
2	29
16	6061
17	32888
18	27666
2	12
18	6575
19	41811
20	32741
9	7428
10	9567
11	13274
12	16167
13	17591
14	16491
2	33
14	4746
15	20965
16	20856
2	17
16	5324
17	25663
18	21742
2	1
18	5275
19	30967
20	25412
9	15005
10	17341
11	21790
145<	1
12	24519
13	26248
14	26162
2	40
14	6099
15	32877
16	24850
2	26
16	6659
17	36892
18	28350
2	2
18	6514
19	36528
20	27107
9	20773
10	24655
11	29560
12	32728
13	32767
14	27333
2	28
14	6488
15	37677
16	36278
2	35
16	6533
17	37330
18	31938
2	8
18	8723
19	37466
20	31816
9	22976
10	15526
145<	1
10	10775
11	31765
12	31021
13	33376
14	26026
2	50
14	6882
15	35952
16	29084
2	59
16	6619
17	36011
18	27702
2	17
18	7840
19	34925
20	27250
9	17534
10	20262
11	24848
12	30270
13	28510
14	28283
2	42
14	6616
15	36966
16	31068
2	42
16	6681
17	36628
18	27684
2	17
18	10187
19	36075
20	30080
9	15883
10	19285
11	24631
12	27533
13	28426
14	22353
2	41
14	5802
15	31391
16	24769
2	40
16	6140
17	30625
18	25852
2	5
18	5488
19	31187
20	25095
9	6050
10	7339
11	9603
12	10933
13	12349
14	11632
2	14
14	3287
15	15574
16	19684
2	12
16	3243
17	34435
18	15652
2	5
18	3919
19	19877
20	20601
9	20530
10	24264
11	27008
145<	1
11	5726
12	30661
13	33062
14	28270
2	66
14	7047
15	36798
16	28639
2	58
16	7266
17	34976
18	27298
2	23
18	6337
19	34410
20	28314
9	17943
10	21182
11	26901
12	27832
13	28135
14	24416
2	87
14	6091
15	32072
16	25409
2	31
16	6161
17	32062
18	26465
2	9
18	6241
19	34288
20	29247
9	22038
10	25186
11	29572
12	31964
13	31928
14	26056
2	34
14	6527
15	33824
16	46480
2	44
16	6271
17	34973
18	26322
2	12
18	6745
19	34065
20	26570
9	18424
10	20728
11	25018
12	26748
13	29631
14	31084
2	33
14	5873
15	35845
16	26024
2	35
16	6520
17	31724
18	27065
2	3
18	8499
19	31855
20	35106
9	20119
10	23810
11	29184
12	28602
13	32342
14	29633
2	20
14	8277
15	31798
16	26882
2	13
16	8316
17	35295
18	27420
2	4
18	5840
19	30183
20	26579
9	16473
10	19281
11	23473
12	25106
13	29225
14	23118
2	59
14	5776
15	30205
16	26791
2	25
16	6240
17	34014
18	25457
2	8
18	6567
19	32964
20	28882
9	15587
10	18163
11	20808
12	26441
13	27838
14	23355
2	60
14	6216
15	30468
16	24128
2	29
16	7581
17	36818
18	29840
2	4
18	6470
19	37302
20	28692
9	16957
10	20247
11	24138
12	26664
13	30065
14	27072
2	34
14	6688
15	36465
16	27467
2	34
16	7076
17	34749
18	26726
2	4
18	7168
19	33675
20	25229
